"ensembl_transcript_id","symbol","exp","chromosome_name","ensembl_gene_id","external_gene_name","transcript_length","gene_biotype","transcript_biotype","num_exons"
"ENST00000863230","PGD-213","Upregulated","1","ENSG00000142657","PGD",1920,"protein_coding","protein_coding",13
"ENST00000863234","TMEM92-204","Upregulated","17","ENSG00000167105","TMEM92",2703,"protein_coding","protein_coding",5
"ENST00000863349","SAMD8-208","Downregulated","10","ENSG00000156671","SAMD8",5479,"protein_coding","protein_coding",6
"ENST00000863381","RPS21-208","Upregulated","20","ENSG00000171858","RPS21",514,"protein_coding","protein_coding",5
"ENST00000863473","MOSPD1-208","Downregulated","X","ENSG00000101928","MOSPD1",2332,"protein_coding","protein_coding",6
"ENST00000863475","MOSPD1-210","Downregulated","X","ENSG00000101928","MOSPD1",2476,"protein_coding","protein_coding",7
"ENST00000863523","GAR1-209","Upregulated","4","ENSG00000109534","GAR1",1108,"protein_coding","protein_coding",7
"ENST00000863886","MSTO1-224","Upregulated","1","ENSG00000125459","MSTO1",2386,"protein_coding","protein_coding",14
"ENST00000863944","AKR1A1-223","Upregulated","1","ENSG00000117448","AKR1A1",925,"protein_coding","protein_coding",8
"ENST00000864163","DRG2-225","Upregulated","17","ENSG00000108591","DRG2",1890,"protein_coding","protein_coding",13
"ENST00000864174","RPS13-211","Upregulated","11","ENSG00000110700","RPS13",519,"protein_coding","protein_coding",6
"ENST00000864207","CDKN1A-217","Downregulated","6","ENSG00000124762","CDKN1A",4146,"protein_coding","protein_coding",2
"ENST00000864361","TPMT-203","Downregulated","6","ENSG00000137364","TPMT",1907,"protein_coding","protein_coding",8
"ENST00000864372","RPL10A-206","Upregulated","6","ENSG00000198755","RPL10A",720,"protein_coding","protein_coding",6
"ENST00000864373","RPL10A-207","Upregulated","6","ENSG00000198755","RPL10A",640,"protein_coding","protein_coding",5
"ENST00000864425","ATP5F1C-213","Downregulated","10","ENSG00000165629","ATP5F1C",975,"protein_coding","protein_coding",9
"ENST00000864438","MYL6-223","Downregulated","12","ENSG00000092841","MYL6",699,"protein_coding","protein_coding",7
"ENST00000864766","RBIS-214","Upregulated","8","ENSG00000176731","RBIS",489,"protein_coding","protein_coding",5
"ENST00000864851","MGLL-214","Upregulated","3","ENSG00000074416","MGLL",4627,"protein_coding","protein_coding",9
"ENST00000864869","ANAPC15-218","Upregulated","11","ENSG00000110200","ANAPC15",797,"protein_coding","protein_coding",6
"ENST00000864996","CLIC1-212","Upregulated","6","ENSG00000213719","CLIC1",1066,"protein_coding","protein_coding",7
"ENST00000865045","RPL32-209","Upregulated","3","ENSG00000144713","RPL32",603,"protein_coding","protein_coding",5
"ENST00000865128","CASTOR1-216","Downregulated","22","ENSG00000239282","CASTOR1",1634,"protein_coding","protein_coding",9
"ENST00000865385","FH-210","Downregulated","1","ENSG00000091483","FH",1485,"protein_coding","protein_coding",9
"ENST00000865426","ZNF37A-209","Downregulated","10","ENSG00000075407","ZNF37A",4449,"protein_coding","protein_coding",7
"ENST00000865616","SNRPD3-206","Downregulated","22","ENSG00000100028","SNRPD3",803,"protein_coding","protein_coding",4
"ENST00000866036","CCN1-207","Upregulated","1","ENSG00000142871","CCN1",2280,"protein_coding","protein_coding",5
"ENST00000866303","THAP3-209","Upregulated","1","ENSG00000041988","THAP3",1581,"protein_coding","protein_coding",5
"ENST00000866386","GBP5-206","Downregulated","1","ENSG00000154451","GBP5",6733,"protein_coding","protein_coding",11
"ENST00000866543","RPS14-209","Upregulated","5","ENSG00000164587","RPS14",527,"protein_coding","protein_coding",5
"ENST00000866581","MYL9-212","Downregulated","20","ENSG00000101335","MYL9",4448,"protein_coding","protein_coding",3
"ENST00000866665","CD63-223","Downregulated","12","ENSG00000135404","CD63",1131,"protein_coding","protein_coding",8
"ENST00000866666","CD63-224","Downregulated","12","ENSG00000135404","CD63",1080,"protein_coding","protein_coding",8
"ENST00000866709","COMTD1-209","Upregulated","10","ENSG00000165644","COMTD1",778,"protein_coding","protein_coding",5
"ENST00000866712","COMTD1-212","Upregulated","10","ENSG00000165644","COMTD1",979,"protein_coding","protein_coding",6
"ENST00000866774","UQCRH-208","Upregulated","1","ENSG00000173660","UQCRH",404,"protein_coding","protein_coding",3
"ENST00000866899","KDF1-202","Upregulated","1","ENSG00000175707","KDF1",2121,"protein_coding","protein_coding",4
"ENST00000866934","H2AZ2-209","Downregulated","7","ENSG00000105968","H2AZ2",2249,"protein_coding","protein_coding",3
"ENST00000867155","COX5B-206","Upregulated","2","ENSG00000135940","COX5B",748,"protein_coding","protein_coding",4
"ENST00000867201","RNF181-207","Upregulated","2","ENSG00000168894","RNF181",1152,"protein_coding","protein_coding",5
"ENST00000867260","DIABLO-216","Upregulated","12","ENSG00000184047","DIABLO",1724,"protein_coding","protein_coding",6
"ENST00000867284","PLTP-206","Downregulated","20","ENSG00000100979","PLTP",1954,"protein_coding","protein_coding",16
"ENST00000867293","FUBP1-219","Upregulated","1","ENSG00000162613","FUBP1",2751,"protein_coding","protein_coding",20
"ENST00000867368","MUC20-208","Upregulated","3","ENSG00000176945","MUC20",562,"protein_coding","protein_coding",3
"ENST00000867410","HNRNPH2-202","Upregulated","X","ENSG00000126945","HNRNPH2",2396,"protein_coding","protein_coding",2
"ENST00000867523","OPTN-213","Downregulated","10","ENSG00000123240","OPTN",5436,"protein_coding","protein_coding",14
"ENST00000867528","OPTN-218","Downregulated","10","ENSG00000123240","OPTN",3733,"protein_coding","protein_coding",16
"ENST00000867877","SPIN2B-208","Upregulated","X","ENSG00000186787","SPIN2B",1222,"protein_coding","protein_coding",2
"ENST00000867889","TSPAN6-208","Upregulated","X","ENSG00000000003","TSPAN6",1836,"protein_coding","protein_coding",8
"ENST00000867899","SNRPE-207","Downregulated","1","ENSG00000182004","SNRPE",662,"protein_coding","protein_coding",4
"ENST00000867928","PRDX6-205","Upregulated","1","ENSG00000117592","PRDX6",1695,"protein_coding","protein_coding",5
"ENST00000867939","CBY1-212","Upregulated","22","ENSG00000100211","CBY1",1354,"protein_coding","protein_coding",6
"ENST00000868033","TCEAL1-211","Downregulated","X","ENSG00000172465","TCEAL1",1187,"protein_coding","protein_coding",2
"ENST00000868054","CBR4-209","Downregulated","4","ENSG00000145439","CBR4",3326,"protein_coding","protein_coding",4
"ENST00000868106","EEFSEC-205","Upregulated","3","ENSG00000132394","EEFSEC",2795,"protein_coding","protein_coding",6
"ENST00000868118","HNRNPA2B1-258","Downregulated","7","ENSG00000122566","HNRNPA2B1",2217,"protein_coding","protein_coding",11
"ENST00000868186","ATL1-229","Downregulated","14","ENSG00000198513","ATL1",2632,"protein_coding","protein_coding",13
"ENST00000868292","AZGP1-217","Upregulated","7","ENSG00000160862","AZGP1",1174,"protein_coding","protein_coding",4
"ENST00000868386","KRT19-208","Upregulated","17","ENSG00000171345","KRT19",1265,"protein_coding","protein_coding",6
"ENST00000868387","KRT19-209","Upregulated","17","ENSG00000171345","KRT19",1330,"protein_coding","protein_coding",6
"ENST00000868457","PMF1-208","Upregulated","1","ENSG00000160783","PMF1",867,"protein_coding","protein_coding",3
"ENST00000868464","CDC26-203","Upregulated","9","ENSG00000176386","CDC26",868,"protein_coding","protein_coding",4
"ENST00000868466","CDC26-205","Upregulated","9","ENSG00000176386","CDC26",2811,"protein_coding","protein_coding",3
"ENST00000868467","CDC26-206","Downregulated","9","ENSG00000176386","CDC26",839,"protein_coding","protein_coding",4
"ENST00000868599","MFF-231","Upregulated","2","ENSG00000168958","MFF",1846,"protein_coding","protein_coding",8
"ENST00000868609","MFF-241","Downregulated","2","ENSG00000168958","MFF",1881,"protein_coding","protein_coding",8
"ENST00000868677","LIPA-225","Downregulated","10","ENSG00000107798","LIPA",3456,"protein_coding","protein_coding",10
"ENST00000868723","RNF167-223","Upregulated","17","ENSG00000108523","RNF167",1831,"protein_coding","protein_coding",9
"ENST00000868724","RNF167-224","Upregulated","17","ENSG00000108523","RNF167",1282,"protein_coding","protein_coding",6
"ENST00000868725","RNF167-225","Upregulated","17","ENSG00000108523","RNF167",1550,"protein_coding","protein_coding",9
"ENST00000868796","RND3-210","Downregulated","2","ENSG00000115963","RND3",2679,"protein_coding","protein_coding",6
"ENST00000869068","UCHL3-206","Upregulated","13","ENSG00000118939","UCHL3",2426,"protein_coding","protein_coding",8
"ENST00000869077","RPL19-215","Upregulated","17","ENSG00000108298","RPL19",726,"protein_coding","protein_coding",6
"ENST00000869228","ABI1-214","Upregulated","10","ENSG00000136754","ABI1",4026,"protein_coding","protein_coding",8
"ENST00000869270","C1orf50-212","Upregulated","1","ENSG00000164008","C1orf50",912,"protein_coding","protein_coding",4
"ENST00000869353","CMC2-225","Downregulated","16","ENSG00000103121","CMC2",1081,"protein_coding","protein_coding",5
"ENST00000869354","CMC2-226","Downregulated","16","ENSG00000103121","CMC2",990,"protein_coding","protein_coding",5
"ENST00000869446","PRPSAP2-230","Downregulated","17","ENSG00000141127","PRPSAP2",1883,"protein_coding","protein_coding",11
"ENST00000869535","CYP24A1-207","Downregulated","20","ENSG00000019186","CYP24A1",3450,"protein_coding","protein_coding",12
"ENST00000869558","ZBTB45-210","Upregulated","19","ENSG00000119574","ZBTB45",2754,"protein_coding","protein_coding",2
"ENST00000869610","TKT-214","Upregulated","3","ENSG00000163931","TKT",2075,"protein_coding","protein_coding",15
"ENST00000869791","NANS-209","Upregulated","9","ENSG00000095380","NANS",1153,"protein_coding","protein_coding",6
"ENST00000869798","MRPL23-212","Upregulated","11","ENSG00000214026","MRPL23",671,"protein_coding","protein_coding",5
"ENST00000869874","STK17A-205","Downregulated","7","ENSG00000164543","STK17A",3935,"protein_coding","protein_coding",6
"ENST00000870124","ASRGL1-212","Upregulated","11","ENSG00000162174","ASRGL1",2458,"protein_coding","protein_coding",6
"ENST00000870140","SAR1A-212","Downregulated","10","ENSG00000079332","SAR1A",3079,"protein_coding","protein_coding",7
"ENST00000870195","FAM86B2-208","Upregulated","8","ENSG00000145002","FAM86B2",2426,"protein_coding","protein_coding",7
"ENST00000870233","REX1BD-211","Upregulated","19","ENSG00000006015","REX1BD",427,"protein_coding","protein_coding",3
"ENST00000870286","RPS16-209","Upregulated","19","ENSG00000105193","RPS16",722,"protein_coding","protein_coding",5
"ENST00000870287","RPS16-210","Upregulated","19","ENSG00000105193","RPS16",531,"protein_coding","protein_coding",5
"ENST00000870451","PSME3IP1-221","Upregulated","16","ENSG00000172775","PSME3IP1",2702,"protein_coding","protein_coding",8
"ENST00000870587","CDK20-211","Upregulated","9","ENSG00000156345","CDK20",3668,"protein_coding","protein_coding",8
"ENST00000870621","BCL2L1-223","Downregulated","20","ENSG00000171552","BCL2L1",2339,"protein_coding","protein_coding",2
"ENST00000870637","C19orf33-205","Upregulated","19","ENSG00000167644","C19orf33",457,"protein_coding","protein_coding",4
"ENST00000870788","PLAAT4-206","Upregulated","11","ENSG00000133321","PLAAT4",793,"protein_coding","protein_coding",4
"ENST00000870967","BEX3-205","Upregulated","X","ENSG00000166681","BEX3",1589,"protein_coding","protein_coding",2
"ENST00000870968","BEX3-206","Upregulated","X","ENSG00000166681","BEX3",880,"protein_coding","protein_coding",2
"ENST00000871057","TUBA1A-212","Downregulated","12","ENSG00000167552","TUBA1A",1616,"protein_coding","protein_coding",4
"ENST00000871095","COPE-214","Upregulated","19","ENSG00000105669","COPE",1125,"protein_coding","protein_coding",10
"ENST00000871190","TMEM69-203","Upregulated","1","ENSG00000159596","TMEM69",1510,"protein_coding","protein_coding",3
"ENST00000871238","C1D-209","Downregulated","2","ENSG00000197223","C1D",1277,"protein_coding","protein_coding",6
"ENST00000871240","C1D-211","Downregulated","2","ENSG00000197223","C1D",1279,"protein_coding","protein_coding",6
"ENST00000871304","PPIE-216","Upregulated","1","ENSG00000084072","PPIE",2601,"protein_coding","protein_coding",10
"ENST00000871355","IFT52-211","Downregulated","20","ENSG00000101052","IFT52",1610,"protein_coding","protein_coding",13
"ENST00000871396","LSM6-210","Upregulated","4","ENSG00000164167","LSM6",3296,"protein_coding","protein_coding",5
"ENST00000871468","RPL3-219","Upregulated","22","ENSG00000100316","RPL3",1237,"protein_coding","protein_coding",9
"ENST00000871474","RPL3-225","Upregulated","22","ENSG00000100316","RPL3",1284,"protein_coding","protein_coding",10
"ENST00000871476","RPL3-227","Upregulated","22","ENSG00000100316","RPL3",1276,"protein_coding","protein_coding",10
"ENST00000871631","YPEL5-213","Downregulated","2","ENSG00000119801","YPEL5",2428,"protein_coding","protein_coding",4
"ENST00000871704","TAX1BP1-216","Downregulated","7","ENSG00000106052","TAX1BP1",3226,"protein_coding","protein_coding",17
"ENST00000871841","SULT1A4-214","Upregulated","16","ENSG00000213648","SULT1A4",1037,"protein_coding","protein_coding",8
"ENST00000871842","RRP7A-205","Upregulated","22","ENSG00000189306","RRP7A",2846,"protein_coding","protein_coding",7
"ENST00000871944","SLC25A6-206","Upregulated","X","ENSG00000169100","SLC25A6",1347,"protein_coding","protein_coding",4
"ENST00000871998","SYNE4-211","Upregulated","19","ENSG00000181392","SYNE4",1117,"protein_coding","protein_coding",7
"ENST00000871999","SYNE4-212","Upregulated","19","ENSG00000181392","SYNE4",920,"protein_coding","protein_coding",6
"ENST00000872003","SYNE4-216","Upregulated","19","ENSG00000181392","SYNE4",1216,"protein_coding","protein_coding",7
"ENST00000872009","SYNE4-222","Upregulated","19","ENSG00000181392","SYNE4",752,"protein_coding","protein_coding",5
"ENST00000872107","SSBP1-220","Downregulated","7","ENSG00000106028","SSBP1",718,"protein_coding","protein_coding",7
"ENST00000872143","RBX1-205","Downregulated","22","ENSG00000100387","RBX1",371,"protein_coding","protein_coding",3
"ENST00000872228","RPS2-219","Upregulated","16","ENSG00000140988","RPS2",861,"protein_coding","protein_coding",6
"ENST00000872229","RPS2-220","Upregulated","16","ENSG00000140988","RPS2",969,"protein_coding","protein_coding",7
"ENST00000872249","KRTCAP3-209","Upregulated","2","ENSG00000157992","KRTCAP3",917,"protein_coding","protein_coding",7
"ENST00000872329","MRPL14-205","Upregulated","6","ENSG00000180992","MRPL14",733,"protein_coding","protein_coding",3
"ENST00000872363","PSME1-211","Upregulated","14","ENSG00000092010","PSME1",953,"protein_coding","protein_coding",11
"ENST00000872498","SNRPB2-205","Downregulated","20","ENSG00000125870","SNRPB2",1245,"protein_coding","protein_coding",7
"ENST00000872505","TMEM14A-204","Downregulated","6","ENSG00000096092","TMEM14A",1123,"protein_coding","protein_coding",6
"ENST00000872506","TMEM14A-205","Downregulated","6","ENSG00000096092","TMEM14A",1049,"protein_coding","protein_coding",6
"ENST00000872507","TMEM14A-206","Downregulated","6","ENSG00000096092","TMEM14A",1111,"protein_coding","protein_coding",6
"ENST00000872509","TMEM14A-208","Downregulated","6","ENSG00000096092","TMEM14A",1058,"protein_coding","protein_coding",6
"ENST00000872628","PARK7-216","Upregulated","1","ENSG00000116288","PARK7",886,"protein_coding","protein_coding",7
"ENST00000872634","S100A9-204","Downregulated","1","ENSG00000163220","S100A9",629,"protein_coding","protein_coding",2
"ENST00000872927","MLPH-226","Upregulated","2","ENSG00000115648","MLPH",3335,"protein_coding","protein_coding",14
"ENST00000873084","TMEM167B-205","Upregulated","1","ENSG00000215717","TMEM167B",3035,"protein_coding","protein_coding",2
"ENST00000873090","AAR2-217","Upregulated","20","ENSG00000131043","AAR2",2862,"protein_coding","protein_coding",3
"ENST00000873159","DPY30-208","Downregulated","2","ENSG00000162961","DPY30",1080,"protein_coding","protein_coding",6
"ENST00000873179","HMGA1-210","Upregulated","6","ENSG00000137309","HMGA1",1857,"protein_coding","protein_coding",5
"ENST00000873181","HMGA1-212","Upregulated","6","ENSG00000137309","HMGA1",1984,"protein_coding","protein_coding",7
"ENST00000873263","CKB-219","Upregulated","14","ENSG00000166165","CKB",1396,"protein_coding","protein_coding",8
"ENST00000873333","RHBDD2-210","Downregulated","7","ENSG00000005486","RHBDD2",1314,"protein_coding","protein_coding",3
"ENST00000873508","WDR6-224","Upregulated","3","ENSG00000178252","WDR6",1806,"protein_coding","protein_coding",6
"ENST00000873539","CMBL-208","Downregulated","5","ENSG00000164237","CMBL",3240,"protein_coding","protein_coding",6
"ENST00000873558","IMMP1L-217","Downregulated","11","ENSG00000148950","IMMP1L",812,"protein_coding","protein_coding",7
"ENST00000873593","GTF2H2-216","Upregulated","5","ENSG00000145736","GTF2H2",1720,"protein_coding","protein_coding",17
"ENST00000873596","MYL6B-217","Upregulated","12","ENSG00000196465","MYL6B",886,"protein_coding","protein_coding",8
"ENST00000873599","MYL6B-220","Upregulated","12","ENSG00000196465","MYL6B",1608,"protein_coding","protein_coding",7
"ENST00000873605","CYREN-215","Downregulated","7","ENSG00000122783","CYREN",6190,"protein_coding","protein_coding",4
"ENST00000873613","SEC61G-208","Upregulated","7","ENSG00000132432","SEC61G",555,"protein_coding","protein_coding",4
"ENST00000873614","SEC61G-209","Upregulated","7","ENSG00000132432","SEC61G",442,"protein_coding","protein_coding",4
"ENST00000873615","SEC61G-210","Upregulated","7","ENSG00000132432","SEC61G",554,"protein_coding","protein_coding",4
"ENST00000873621","TFB2M-202","Downregulated","1","ENSG00000162851","TFB2M",1478,"protein_coding","protein_coding",6
"ENST00000873646","PLAAT3-209","Upregulated","11","ENSG00000176485","PLAAT3",2318,"protein_coding","protein_coding",6
"ENST00000873647","PLAAT3-210","Upregulated","11","ENSG00000176485","PLAAT3",2594,"protein_coding","protein_coding",5
"ENST00000873649","WDR73-222","Downregulated","15","ENSG00000177082","WDR73",1166,"protein_coding","protein_coding",7
"ENST00000873753","BICDL2-207","Upregulated","16","ENSG00000162069","BICDL2",2065,"protein_coding","protein_coding",10
"ENST00000873800","TRIM31-218","Upregulated","6","ENSG00000204616","TRIM31",2166,"protein_coding","protein_coding",8
"ENST00000873894","IFI30-204","Upregulated","19","ENSG00000216490","IFI30",641,"protein_coding","protein_coding",4
"ENST00000873964","MUTYH-262","Upregulated","1","ENSG00000132781","MUTYH",1720,"protein_coding","protein_coding",16
"ENST00000874092","BMF-211","Upregulated","15","ENSG00000104081","BMF",4613,"protein_coding","protein_coding",4
"ENST00000874102","TAX1BP3-203","Upregulated","17","ENSG00000213977","TAX1BP3",1362,"protein_coding","protein_coding",4
"ENST00000874129","NCSTN-247","Downregulated","1","ENSG00000162736","NCSTN",2660,"protein_coding","protein_coding",16
"ENST00000874174","NOSIP-229","Upregulated","19","ENSG00000142546","NOSIP",1262,"protein_coding","protein_coding",8
"ENST00000874398","MATK-221","Downregulated","19","ENSG00000007264","MATK",2124,"protein_coding","protein_coding",13
"ENST00000874471","RER1-212","Upregulated","1","ENSG00000157916","RER1",3184,"protein_coding","protein_coding",8
"ENST00000874472","RER1-213","Upregulated","1","ENSG00000157916","RER1",3231,"protein_coding","protein_coding",8
"ENST00000874474","RER1-215","Downregulated","1","ENSG00000157916","RER1",3213,"protein_coding","protein_coding",7
"ENST00000874510","HSPBP1-211","Downregulated","19","ENSG00000133265","HSPBP1",1789,"protein_coding","protein_coding",8
"ENST00000874642","GRHPR-214","Upregulated","9","ENSG00000137106","GRHPR",1267,"protein_coding","protein_coding",9
"ENST00000874731","SMDT1-209","Upregulated","22","ENSG00000183172","SMDT1",646,"protein_coding","protein_coding",3
"ENST00000874748","RPLP0-229","Downregulated","12","ENSG00000089157","RPLP0",979,"protein_coding","protein_coding",7
"ENST00000874749","RPLP0-230","Upregulated","12","ENSG00000089157","RPLP0",1205,"protein_coding","protein_coding",8
"ENST00000874750","RPLP0-231","Upregulated","12","ENSG00000089157","RPLP0",1090,"protein_coding","protein_coding",8
"ENST00000874756","RPLP0-237","Upregulated","12","ENSG00000089157","RPLP0",1086,"protein_coding","protein_coding",8
"ENST00000874780","CHI3L1-211","Downregulated","1","ENSG00000133048","CHI3L1",1736,"protein_coding","protein_coding",10
"ENST00000874802","ACY1-234","Upregulated","3","ENSG00000243989","ACY1",1504,"protein_coding","protein_coding",15
"ENST00000874817","EIF2S2-202","Downregulated","20","ENSG00000125977","EIF2S2",2535,"protein_coding","protein_coding",8
"ENST00000874891","NDUFA6-205","Downregulated","22","ENSG00000184983","NDUFA6",1052,"protein_coding","protein_coding",3
"ENST00000874973","ECHDC2-227","Upregulated","1","ENSG00000121310","ECHDC2",1656,"protein_coding","protein_coding",9
"ENST00000874975","ECHDC2-229","Upregulated","1","ENSG00000121310","ECHDC2",1492,"protein_coding","protein_coding",8
"ENST00000874978","ECHDC2-232","Upregulated","1","ENSG00000121310","ECHDC2",1428,"protein_coding","protein_coding",8
"ENST00000874980","ECHDC2-234","Upregulated","1","ENSG00000121310","ECHDC2",1353,"protein_coding","protein_coding",7
"ENST00000875020","MRPL28-216","Upregulated","16","ENSG00000086504","MRPL28",1181,"protein_coding","protein_coding",5
"ENST00000875272","DHRS3-214","Upregulated","1","ENSG00000162496","DHRS3",1560,"protein_coding","protein_coding",5
"ENST00000875387","HMGN2-217","Upregulated","1","ENSG00000198830","HMGN2",1204,"protein_coding","protein_coding",6
"ENST00000875389","HMGN2-219","Upregulated","1","ENSG00000198830","HMGN2",1166,"protein_coding","protein_coding",5
"ENST00000875581","RAMAC-205","Downregulated","15","ENSG00000169612","RAMAC",1634,"protein_coding","protein_coding",5
"ENST00000875658","PCNA-205","Downregulated","20","ENSG00000132646","PCNA",1324,"protein_coding","protein_coding",6
"ENST00000875811","PQBP1-223","Upregulated","X","ENSG00000102103","PQBP1",997,"protein_coding","protein_coding",7
"ENST00000875832","PHYHD1-228","Downregulated","9","ENSG00000175287","PHYHD1",1355,"protein_coding","protein_coding",11
"ENST00000876053","VDAC1-208","Downregulated","5","ENSG00000213585","VDAC1",2179,"protein_coding","protein_coding",9
"ENST00000876119","FHL2-229","Downregulated","2","ENSG00000115641","FHL2",1467,"protein_coding","protein_coding",7
"ENST00000876131","RAB25-206","Upregulated","1","ENSG00000132698","RAB25",1083,"protein_coding","protein_coding",5
"ENST00000876160","TMSB4X-206","Downregulated","X","ENSG00000205542","TMSB4X",610,"protein_coding","protein_coding",3
"ENST00000876161","TMSB4X-207","Downregulated","X","ENSG00000205542","TMSB4X",696,"protein_coding","protein_coding",3
"ENST00000876173","ATP5MK-206","Downregulated","10","ENSG00000173915","ATP5MK",484,"protein_coding","protein_coding",4
"ENST00000876197","SEPTIN2-249","Downregulated","2","ENSG00000168385","SEPTIN2",3530,"protein_coding","protein_coding",15
"ENST00000876411","APOC1-212","Upregulated","19","ENSG00000130208","APOC1",416,"protein_coding","protein_coding",4
"ENST00000876473","SHARPIN-217","Upregulated","8","ENSG00000179526","SHARPIN",1822,"protein_coding","protein_coding",9
"ENST00000876479","FXYD5-215","Upregulated","19","ENSG00000089327","FXYD5",806,"protein_coding","protein_coding",8
"ENST00000876482","FXYD5-218","Upregulated","19","ENSG00000089327","FXYD5",847,"protein_coding","protein_coding",8
"ENST00000876595","RABGGTA-222","Upregulated","14","ENSG00000100949","RABGGTA",2027,"protein_coding","protein_coding",17
"ENST00000876766","DNAJB12-207","Upregulated","10","ENSG00000148719","DNAJB12",3209,"protein_coding","protein_coding",9
"ENST00000876814","RPAIN-218","Downregulated","17","ENSG00000129197","RPAIN",1739,"protein_coding","protein_coding",5
"ENST00000876934","NAA20-208","Downregulated","20","ENSG00000173418","NAA20",799,"protein_coding","protein_coding",3
"ENST00000877018","MRPL55-235","Upregulated","1","ENSG00000162910","MRPL55",1411,"protein_coding","protein_coding",4
"ENST00000877024","MRPL55-241","Upregulated","1","ENSG00000162910","MRPL55",748,"protein_coding","protein_coding",5
"ENST00000877099","LAMTOR1-209","Upregulated","11","ENSG00000149357","LAMTOR1",1061,"protein_coding","protein_coding",5
"ENST00000877287","TMSB10-202","Downregulated","2","ENSG00000034510","TMSB10",562,"protein_coding","protein_coding",4
"ENST00000877289","TMSB10-204","Upregulated","2","ENSG00000034510","TMSB10",492,"protein_coding","protein_coding",3
"ENST00000877320","FABP6-208","Upregulated","5","ENSG00000170231","FABP6",558,"protein_coding","protein_coding",5
"ENST00000877410","ATP5MJ-214","Downregulated","14","ENSG00000156411","ATP5MJ",362,"protein_coding","protein_coding",3
"ENST00000877669","PDCD10-236","Downregulated","3","ENSG00000114209","PDCD10",1268,"protein_coding","protein_coding",8
"ENST00000877740","ANAPC11-224","Upregulated","17","ENSG00000141552","ANAPC11",687,"protein_coding","protein_coding",3
"ENST00000877741","ANAPC11-225","Upregulated","17","ENSG00000141552","ANAPC11",517,"protein_coding","protein_coding",3
"ENST00000877744","ANAPC11-228","Upregulated","17","ENSG00000141552","ANAPC11",648,"protein_coding","protein_coding",4
"ENST00000877750","RPS12-203","Downregulated","6","ENSG00000112306","RPS12",386,"protein_coding","protein_coding",5
"ENST00000877855","PAFAH1B3-210","Upregulated","19","ENSG00000079462","PAFAH1B3",918,"protein_coding","protein_coding",5
"ENST00000877856","PAFAH1B3-211","Upregulated","19","ENSG00000079462","PAFAH1B3",588,"protein_coding","protein_coding",3
"ENST00000877858","ATP5MC3-206","Upregulated","2","ENSG00000154518","ATP5MC3",700,"protein_coding","protein_coding",5
"ENST00000878312","EEF1G-205","Upregulated","11","ENSG00000254772","EEF1G",1260,"protein_coding","protein_coding",9
"ENST00000878313","EEF1G-206","Upregulated","11","ENSG00000254772","EEF1G",1389,"protein_coding","protein_coding",10
"ENST00000878314","EEF1G-207","Upregulated","11","ENSG00000254772","EEF1G",1422,"protein_coding","protein_coding",10
"ENST00000878318","EEF1G-211","Upregulated","11","ENSG00000254772","EEF1G",1327,"protein_coding","protein_coding",10
"ENST00000878404","SNX8-211","Upregulated","7","ENSG00000106266","SNX8",1449,"protein_coding","protein_coding",11
"ENST00000878501","PLAC1-205","Downregulated","X","ENSG00000170965","PLAC1",1110,"protein_coding","protein_coding",4
"ENST00000878505","TNFRSF6B-205","Upregulated","20","ENSG00000243509","TNFRSF6B",971,"protein_coding","protein_coding",2
"ENST00000878681","PTGR1-216","Downregulated","9","ENSG00000106853","PTGR1",1413,"protein_coding","protein_coding",10
"ENST00000878815","GPNMB-216","Downregulated","7","ENSG00000136235","GPNMB",2670,"protein_coding","protein_coding",11
"ENST00000878819","GPNMB-220","Downregulated","7","ENSG00000136235","GPNMB",2483,"protein_coding","protein_coding",10
"ENST00000878840","DAP3-246","Downregulated","1","ENSG00000132676","DAP3",1558,"protein_coding","protein_coding",12
"ENST00000878877","PGK1-207","Downregulated","X","ENSG00000102144","PGK1",2225,"protein_coding","protein_coding",10
"ENST00000878889","MTRES1-207","Downregulated","6","ENSG00000130349","MTRES1",1218,"protein_coding","protein_coding",5
"ENST00000878933","UBE2R2-202","Upregulated","9","ENSG00000107341","UBE2R2",1977,"protein_coding","protein_coding",4
"ENST00000878934","UBE2R2-203","Upregulated","9","ENSG00000107341","UBE2R2",1927,"protein_coding","protein_coding",4
"ENST00000878958","RPL18A-208","Upregulated","19","ENSG00000105640","RPL18A",440,"protein_coding","protein_coding",4
"ENST00000879015","SLC25A5-205","Upregulated","X","ENSG00000005022","SLC25A5",1217,"protein_coding","protein_coding",4
"ENST00000879016","SLC25A5-206","Upregulated","X","ENSG00000005022","SLC25A5",796,"protein_coding","protein_coding",4
"ENST00000879017","SLC25A5-207","Upregulated","X","ENSG00000005022","SLC25A5",1216,"protein_coding","protein_coding",4
"ENST00000879053","PGLS-208","Upregulated","19","ENSG00000130313","PGLS",1029,"protein_coding","protein_coding",5
"ENST00000879055","SUB1-215","Downregulated","5","ENSG00000113387","SUB1",3590,"protein_coding","protein_coding",5
"ENST00000879464","PRPF38A-205","Upregulated","1","ENSG00000134748","PRPF38A",2740,"protein_coding","protein_coding",10
"ENST00000879465","PRPF38A-206","Upregulated","1","ENSG00000134748","PRPF38A",2652,"protein_coding","protein_coding",9
"ENST00000879468","SERPING1-224","Downregulated","11","ENSG00000149131","SERPING1",2563,"protein_coding","protein_coding",7
