R1_H1975 R2_H1975 R3_H1975 R1_HCC827 R2_HCC827 R3_HCC827
NUP93 877.99999 878 793.00001 1028.99999 1288 993
CENPT 359.99999 447.99999 380 459.99998 473 489
TSNAXIP1 32.00001 25 32 1 3 2
NFAT5 726 698 708 415.00001 223.00001 228
LONP2 1343.00001 1202.00001 1313 1263.99999 946 764
N4BP1 402 382 420 392 447 292
ARL2BP 1502 1696 1358 589 281 454
PLLP 260.00001 258 203.99999 1104.99999 1249 1067.00001
ZNF423 5 2 2 4 0 0
CCL22 11 13 13 24 22 18
DHODH 498 555 569.00001 531 451 438.00001
CCL17 11 12 8 5 6 5
CTCF 553 376 457 394 632 306.00001
ACD 1385.99997 1441.99999 1412.00001 1884 1892.00001 2207.00001
POLR2C 813 874 809 1407 936 1359.00001
PARD6A 55 65 57.99999 252.00001 230 212
ZNF821 76.00001 90.99999 66 105.00001 115 109.99999
MMP15 291.00001 239.00001 254 272.00001 442.00001 207.00002
USB1 1178.00001 1219 1058.99998 927.00002 744 716
CYB5B 2005.00001 1798.00001 1629.00001 1728.99998 1205.00002 1373
CFAP263 550.99999 542 504 309 251 207
PRSS54 0 0 0 2 0 0
NME3 2329.00001 2216.00001 2149.00002 2732.00001 2612 2846.00001
NDRG4 236 166.99999 207 177.99998 155.99999 141.99999
PSMD7 8500 8800.99999 8111 6565.99999 4129 4893.99999
SETD6 406.99999 362.99999 395.00001 324.99999 307 276.00001
SLC38A7 662.99999 547.99999 559.99999 682.99998 954.99999 492.99999
VAC14 1184.99999 1184 1177.00003 1116 1626 1002.00001
HAS3 254.99999 248.00001 280 72 55 98.00001
TANGO6 227 216.99999 225 100 158 131
COG4 715.00001 597 579 1252.99999 1568 1358.00001
SMPD3 15 18 17 10 12 6
SLC7A6OS 399.00001 350 341 356 283 305
SLC7A6 306 254.99999 241.99999 333.00001 272.99999 225.99999
PLA2G15 236 213.99999 211.00001 283.00001 351 258.99999
ESRP2 263.99999 248 253 445 503 437
FA2H 6 7 11 1628.00001 1459 1621.00001
WDR59 263.00001 269.00001 256 437.99999 565 321
MON1B 645 535.00001 481.99999 531 514 337
CMC2 3060 3192 2906.99999 2229 1309.99998 1730
AXIN1 289.00001 238.00001 273 459 480.99998 378.00001
HCFC1R1 4377.99999 4109.00001 3697.00002 3292.99999 3032.00001 3076.99999
NPRL3 782.00002 771 660.99999 837.00001 1146.00002 717.99997
MLYCD 123 94 112 156.99999 255 99
MPG 1705.99999 1864 1609 1202 1254 1303
NECAB2 119 116 111.99999 17 11 33
HSDL1 296.99997 278.99999 238 238 242 170
TAF1C 385 241.99996 307 293.00001 292.99992 255.00001
NAGPA 244.00002 272 303.99999 142.00001 242 111.00001
WFDC1 1.00002 0 0 0.99999 0 1
SEC14L5 5 2 2.00001 2 12 5
COTL1 4401 3389 3610.00001 3780 4889 2483
USP10 1327.00001 1127 1208.00001 1135 812 805
CRISPLD2 131 109 140 108 63 73
TSC2 305.00001 260.00001 258.99999 648 966.00001 444
ZNF500 150 162 159 220 309 142
NME4 2122 2184 1729.00001 1289.00001 1122 1119
ABCC1 176.99999 163 167.00002 182 248.00001 119.00001
NOMO3 332 293.00001 305.00001 305.99998 415 269
LMF1 471 388.99999 368.00001 254 269 300
FOXF1 2 1 0 0 3 0
CIAO3 432 386 393.00001 531.00002 475 579.00001
MTHFSD 222 227 250.00001 647.00001 431 501
CLCN7 334 371.00001 343 323.99999 468 322.99999
HAGHL 628 660.99999 643.99999 285.00001 279.99999 294.00002
ANTKMT 780.00001 769 717.99999 630 837 743.00001
SLC7A5 2776.99999 2503 2828.00001 5362.99999 7052 3422
METRN 703 593 655.00001 223 396 196.99999
FBXO31 193.99998 156.99998 169.00002 263.99998 314 224.00001
STUB1 1970.99999 2280.99999 1838 1474.00001 2016 1649
RHBDL1 292 228.00001 286 81 71.99999 90
NUBP1 887 789 784 739.99997 550.00001 717.00001
UBE2I 5843.99998 6544 5806 8486.00001 7433.99999 8664.99999
ZP2 0 0 1 0 0 0
MEFV 12 9 21 1 0 3
CRYM 41 50 41 97 90 153.99999
EEF2K 248.00001 174.99999 202 154.99999 132.99999 77
CAPN15 114 130.00002 164.99998 205.00001 310.00001 136.99999
PIEZO1 322 302.00001 334 321 428 187.99999
GSPT1 1708 1328.99999 1434 976.00001 1124 774
ZNF174 169.00001 161 149 124 143 141
CLUAP1 829 841 842 706.00001 484.00001 507.99999
UBFD1 836.99999 699.00001 748 614.99999 706 585.00001
PRSS33 0 0 4 2 0 2
EARS2 236 231 249 179 191 200
ELOB 29582.99999 25250.00003 25342 48957 41411.00002 37659.99999
GGA2 369 334 319 405 429 314
AQP8 1 0 1 1 0 1
CPPED1 1078 1159 1048 806 592 682
USP31 418 340 409 231 163 107.99999
HMOX2 3908.00001 3928.99999 3758.00001 3358.00003 2670.99998 3248
DNAJA3 764.00001 873.00001 831.99999 684 548 527.00001
CORO7-PAM16 46 41 43 41 16 28
BFAR 1508.00001 1387.00001 1409.99999 1651.00001 1441.99998 1438
SALL1 1 0 0 0 0 0
TOX3 0 0 0 871.00001 653 645
RRN3P2 199.99998 115 153.99997 21 9 3
RBL2 546 444 442.99999 358 399.00001 276
QPRT 659.99999 695.00001 662 9 22.00001 16
XYLT1 0 0 0 0 0 5
PYCARD 591.99999 472.00001 432 0 1 0
RPGRIP1L 1097.00001 878.00001 897 603 446.00002 375.99999
MAZ 1020 900.00001 1105.00001 1447 1810 1215
STX4 958 998.00001 899 685 672 611
CDIPT 1053.99999 816.00001 961 620.00001 836.00001 615
BCKDK 1428.00001 1513.00002 1218.99999 1698.00001 1603 1850
KAT8 385.99999 403 411 657.00001 681 598
NOMO1 590 583 616.99999 430 642.00001 377
IL21R 4 4 4 0 0 2
SYT17 276.00001 235 252 443 603 369
TMC5 1597 1503 1637 1728.99999 1562.99999 1287
CCP110 221.99999 247.99999 241 49 63.00001 27
VPS35L 324 268.00001 279.99998 343 405 308
SLC6A2 4 1 0 0 0 0
RNF40 907.00001 803 884.99998 1039 1602.99999 1010
KNOP1 2637.00001 2334.99999 2375.00001 2157 2065 1134.99999
AAGAB 1191.00001 1186.99999 1142 518 334 479
IQCH 81 78.00001 56 33 28 25
LACTB 832 831 754.99999 129 116 112
CORO2B 2.00001 9 6 0 1 0
CSK 340 300.00001 273 228 538 209
HERC1 304 371 354 134 167 114
TRIP4 706.00001 678 678.99998 411 249.00001 298.99999
MTFMT 501.99999 511 447.00001 248 141 227
RASL12 0 0 0 0 1 1
AP3B2 45 42 31 6 1 0
ACSBG1 13 7 7 5 6 3
IGDCC4 1 8 5 85 57 63
RAB11A 6902.00001 5827.99999 5587.00001 4730 3016 3919
CTSH 4912.99999 4635 4513.00001 6207.00002 4844 6380.99998
GOLGA8UP 1 0 0 0 0 0
TTC23 171 171.99999 169.99999 88.99999 80.00001 47.99999
CD276 975.99999 715 763.99998 677.99999 898.99999 684.00001
FAH 740 713 621.99999 1156.99998 1232.00001 1152.99999
CEMIP 109.99999 98.99999 93 2 3 3.99999
RPAP1 197.99999 165 176.99999 192.00001 286 169.99999
HOMER2 469 342 353 98.00001 102 72
EHD4 383.99999 406 391 386 558 339
TMEM87A 1794.99999 2583.99999 2284.99999 1233 700.99999 1095.99998
ZNF106 605 719 609 538.00001 637 249
CEP152 60 28 40 30 39 22
ATP8B4 0 1 0 0 1 1
OCA2 1 2 6 0 0 0
DTWD1 904 964.00001 904 281.00001 124 244
TGM5 20 18 21 39 25 41
ENTREP2 1 1 1 0 3 1
GABPB1 696 695.00001 589.00001 396.99999 215.00002 369
TJP1 1556 1257.99999 1197 827 876 423.99999
BMF 108 78.99999 99 873 745.00001 733.99999
DMXL2 142 106 108 42.00001 35 20
SCG3 0 0 0 1 0 0
DNAJC17 986.00001 889 890 691.00001 601.00001 657.00002
EIF3J 2019 1890 2110 1291.99999 1056 786
SPG11 284.00001 295 281 213 290 142.00001
RHOV 831 695 772 205 208 173
VPS18 202 199 203 184 323 167
OIP5 337 327 296 263 151 217
SLC30A4 63 62 64 8 0 0
BLOC1S6 736 540.99999 606.99999 221.00001 180.99998 138.00001
MYEF2 39 29 21 32.99999 31.99999 54
SGK3 240 214 198 178.99998 184.00001 136.99999
PDGFRL 118 94 113 391 275 407
CSPP1 943.00001 781.99998 881.00001 2245.99999 1625.99999 1372
ZDHHC2 218 184 166 120 115 69
BRF2 187 231 193.99999 348 264 336
TRIM35 86 105 122 95.99999 82 69
ZFAND1 2556.99999 2632.00001 2635.00002 4026.00001 2321 3800.00002
RP1 219 144 163 78 50 55
CA2 71 62 57 0 0 0
FZD3 183.99999 189 179.99999 97.99999 93 50.00001
INTS9 224.99999 223.00001 203.99999 323 321.99999 276
RIPK2 983.00001 1149.99999 1077 613.99999 396 541.99999
EYA1 3 1 0 40 37 35
NBN 1403.99998 1303 1392 245.00001 184.99999 193
TRPA1 0 0 1 0 0 0
CPQ 100 102 105 24 23 21
DECR1 6055 6051.00001 6021.00001 1339 893.00002 1078.99998
CALB1 1 4 3 23.00001 15 28
BPNT2 229 190 212 109 80 59
SFRP1 0 0 0 0 2 0
LAPTM4B 2974.99999 2729 2456 2679 3512 2657
UBE2W 799.00001 876.00001 798 2582.99999 1574 2326.00001
POP1 704 677.00001 740 175 211.99999 173.99999
NIPAL2 94 80 82 35 15 25
IKBKB 129 114.00001 106 164.00001 160 113
PLAT 660.99998 477.00002 557.99999 89 53 87.99999
JPH1 138 95.00001 142 220.00002 135.00001 148
STK3 702.00001 500 593 339.00001 214.00001 241
GDAP1 340.99999 231 264.99999 71.99999 55 102
RAB2A 3871.99999 3382 3504.99999 7074.00001 4166.00001 4960
EIF3E 5987 5589.99999 5597.99999 5223.00003 4220.00002 5532.00002
EMC2 1609.99999 1593 1660.00001 839 597.00001 1068.99999
ESRP1 1127.99999 1102.00002 1106.99999 2144.99999 1617.99998 1414.99999
NDRG1 1256 991.99999 1294.00001 283.99999 595 275.99999
ZC2HC1A 335 305 321 169 153 201
IL7 2 4 3 4 1 3
ARMC1 1346 1232 1229.99998 180.99999 156 191.00001
TRPS1 65 49 49 33 23 16
SPAG1 200 159.99999 180.99999 67 66 69
CHRAC1 645 574 575.99999 561.00001 519 387.99999
NCALD 3.00001 2 3 9 4 5.00001
SNX16 1809.00001 3240.99999 3317 1532 2018 1368
UBR5 229 179.00001 197 510 683.99999 389
GSDMD 642 686 650.99999 2552.00001 2934 2783.00002
GFUS 1461 1453 1360.99999 1897.00001 1575.99999 2121.99999
PYCR3 217 254 236 258 336 275
EEF1D 20903.00001 18560.99999 17869.99999 29540 24656.99997 27234.00001
ANXA13 2.00002 1 0 4 13 9
SQLE 485.99999 598.00001 446.00001 198.00001 259 194
SH2D4A 1215 1295.99999 1095.00001 1816 1112.99998 945.99999
INTS10 594.00001 607.00002 523 496 421 374.00001
ERI1 225.00002 239 207.99999 135 93 111
SLC39A14 471.00005 377.99999 428.99999 284.99996 239.99996 190.99998
MTMR9 102.99999 70 80 49 31 33
LEPROTL1 1896 1812 1768 1926 1285 1598
DCTN6 1516 1208.00001 1232 756 517 759
R3HCC1 629.99999 666 651 1205 1090 1078
GSR 739.99999 643 696 1539 1311 1012.99999
TNFRSF10A 177 181 171 252 235 190
UBXN8 262 238.99999 269.00002 148.00001 113 111.00001
PPP2CB 646 685 666 592 540 517
ERICH1 1319.00001 1040 1000 1361 939.00001 767
TUSC3 2401 2301.99999 2282.00001 973.99999 761.00001 1013.00001
ARHGEF10 300 205.99999 218.00001 161.99998 148.99998 102.99999
KLHDC4 297 337 313 682.99999 819.00001 654
MCM4 860.99999 734.00001 752.99999 408.99999 605.99999 309.00001
ADAM2 1 1 0 0 0 0
KCTD9 273.00001 271 245 105.00001 83 77
FGL1 0 2 3 25 7.00001 24.99999
ASAH1 2293.99998 2034 2070.00001 2220.00001 1326.00001 2278.99999
BNIP3L 3117 3104 3006 1568.99999 1026 1290
MAN2B1 6982 7271 6996.99999 14754 10293.99997 12986.00001
KCNN4 642.00001 756.99998 670 288 414 319.00001
TULP2 8 13 24 2 3 3
NUCB1 2691.99998 2688 2410.00004 2056.99998 1674.00001 2365.00003
DHDH 257.00001 186 241 171.00001 77 117
GYS1 268 246 240.99999 343 693 390
MAP4K1 72.00001 78 93 27 13 23
CGB2 476 491 458 4 9 2
ECH1 566 270 196 14596.00001 9281.99998 13079.99999
HNRNPL 1598 1819 1851 2065.99999 2505 1824.00002
NFKBIB 230 254.00001 263 432 385 299
LHB 39 42 35 0 7 4
CGB3 13 17 14 9 5 5
TUBB4A 18 12 11 27 25 33
SARS2 196.99999 216.99999 194.99999 734.00002 816.00001 901.99999
KCNA7 2 6 1 2 0 0
SNRNP70 930 1051.99999 1019.99999 1361.99998 2459 1245
CLPTM1 351.99999 468 339.99999 374.00001 525 380
RELB 98 111 105 108 267 107
CLASRP 126 120 95 190 281.99999 177
LIN7B 105 138 99.99999 153 179.99999 114.00001
PPP1R37 56.99999 36 67.99999 126 237 103.00001
FCGRT 360 361.00001 378 726.00001 741.99999 792.00001
PIH1D1 2125.99998 1899.00002 1803 2761.99999 2446 2853.99999
CKM 0.99994 0 0.99994 1 2 1
ARHGEF18 736 687 678 699.99999 1250 558
PPP1R13L 480 340.00001 371.00001 320.00001 282.99999 269
PEX11G 193 291 222 68 81 100
ERCC2 158.99997 155.99999 158.99998 773.99999 1471 802
DOT1L 85 88 81 73 103 83
PLEKHJ1 1518 1934 1616.99999 1485.00001 1718.00001 1393.00002
SLC17A7 4 1 0 4 2 1
RNASEH2A 3075.00001 2976 2417 2818 2854 2978
KLC3 90 62.99999 64 204 313.00001 184.99999
CD37 6 10 4 17 10 4.00001
SF3A2 865.99999 962.99999 965.00001 1387.99999 1711.00001 1321
AMH 11 7 15 0 0 0
DKKL1 41.99999 31 28 4 11 1
LYL1 21 9 15 0 0 1
OAZ1 34957.00001 31681 31240.00002 28465.00001 20200 28330.00001
TRMT1 945.00001 1009.00001 964.99999 753.99999 1017.99999 839.00002
STX10 1962.99999 2085 1837 1736 1854 1779.99999
FCER2 3 0 5 0 0 0
DMPK 866.00001 1156 1109.00001 618.99999 457.00001 496.99999
RSPH6A 0 0 0 1 0 0
TBC1D17 170.99999 200 193.99999 587 602 675.99999
IL4I1 30 18 24 36 18 34
TLE6 137 96 119 113 99.99999 86.00001
YJU2B 203 203 240 269.99999 242.99998 257.99999
PTOV1 531.00001 410.00002 405.99999 1039 1924.00001 949.99999
TLE5 1345.00001 1072.00001 1246.00001 1399 1701.99999 1275
NOVA2 4 2 2 0 0 1
SGTA 1632.00001 1746 1634 1311.99999 1289 1435.99999
LILRB1 0 0 4 0 1 0
MED25 205 178 212 233.99999 275 212
SNAPC2 327 370 307 555 577 560.00001
C19orf53 13425.00001 12420.99999 11752 14827 9716 11951
TIMM44 1195.00001 1249.99999 1316 1040.99999 880 866
CCDC61 24 21 16 31 72.99995 42
IL27RA 556 389.99999 415.00001 352.00001 317.00001 294
ASF1B 440 459 369 423.00001 330 503.00001
TNNT1 13942.00003 12806.99999 12381 8512 8237.99999 8376.00002
VRK3 712.99999 713.99999 617.00001 1204.99999 1049.99999 1163.99999
FAM32A 3292 3060 3059 2317.99999 1248.99999 1942.99999
PPP6R1 1025 812.99999 849.00001 459 913.99992 418
C19orf44 75 69 59 76 84.00001 63
MED26 49 35 67 54 73 56
OLFM2 41 51 49 138 141 104
RASAL3 4 8 1 5 1 0
AKAP8 445.99999 372.00001 379.99998 351.99999 432 284.00001
EPHX3 209.99999 190.00001 202.00001 0 0 0
ILVBL 877 811 741.00001 945.00002 1331.00001 1148
ZNF419 448 416.00001 416 112 110 121.00001
SYDE1 73.00001 46 71.99999 10 26.99999 4.99999
SLC1A6 0 0 0 2 0 0
AURKC 44 37 30 13 17 16
POP4 1754 1690.00001 1514.99999 1283 916 1176.00001
CCNE1 52.99999 44 56 29.00001 51 40
URI1 571.00002 466 458.99999 289.99999 308 211.99999
PDCD5 8841 7627.99999 7763.99999 6000.00001 3138.00001 4526
ANKRD27 137.99999 78 124 103 177.99999 83.99999
RPS16 36418.00001 32149.00001 31305.00002 164983.00001 124891.00001 107685.00001
TIMM50 838 959.00002 808.00001 2921 3415 3316
FBL 1429.00001 1633.99997 1539 5043.00001 6694.99998 5063
DYRK1B 87 103.00001 76.99999 95 152 113
CCNP 50 33 30 8 6 4
GPI 6130 5445 5196.99999 8893 9049 8106.00001
AKT2 289 228.99999 178.99999 857 951.00001 754
PLD3 1460.99996 1584.00001 1387 1213.00002 1107.99998 1358.00003
PRX 3 7 7 25 32 15
PIAS4 385 427 358 275 362 236.99999
NUMBL 76 53 65 172 189 135
EBI3 185 116 151 488 301 470
YJU2 435 476 415 302 318 382
SHD 414 338 355 47 54 46
TBCB 1092 1210 1109 1969.99999 1859 1974.00001
FSD1 15 14 9 13 9 7
POLR2I 6265.99999 5258 5425.99999 14563.00001 12272 10145.00001
OVOL3 0 0 0 3 0 0
CLIP3 8 9 13 11.00001 6.99999 16
ZFR2 364.00001 381 376 0 3 1
SLC1A5 2222 2718.00001 2637.99998 2516 3084.00001 2572
PRKD2 193 138 165 317.99999 512 253
TJP3 114.99999 105.00001 117.99999 444 638.99999 440
APLP1 132.99999 125 121 9 8 10
CACTIN 146 129 156 104 137 67
CCDC9 154.99999 157 162.99999 256 334.00001 239
HNRNPUL1 771 648 623 2564.00001 3247.99998 1870.99999
FZR1 365 371 335 387 577 343.99998
BBC3 60.99999 94 76 106 140 114
TGFB1 54 55 45 99.99999 199 105
DENND3 50.99999 26.00001 30 308.99999 339.99999 294
DMAC2 419 412 392 1279.99999 898.99999 1267
PLIN3 8278.99999 8009 7250.99999 5389.99999 5864 5317
MYH14 84 73 104.00001 474.00001 940 293.99999
MRPL4 2170 2173.99999 1895 2796 3251 3039.99999
CD79A 575 506 403 121 87 122
ICAM4 4 0 6 3 0 2
RPS19 69927 62244 63506 311784.00001 258314.00001 207275
NOP53 2290 2304.99999 2398.00001 5636 4415.00001 5203.99999
ICAM5 11 4 8 11 7 14
ETFB 9945 8696.00002 8573 18140 16063.00002 17314
CD33 0 1 2 1 2 0
CEACAM5 0 0 0 835.00002 742.99999 993.99999
CRX 0 0 1 0 0 0
BABAM1 1560 1670.00001 1507.00002 3652.00003 3451.00001 3327
TYK2 612 505.00001 561.99998 520.99999 703.00001 462
SULT2A1 0 1 0 0 0 0
CDC37 6306 6128.00001 5579.99998 5632.99999 5030.00002 5705
NAPA 1063.00001 1079 995 1276 1131 1488.99999
RABAC1 3065 2722.99999 2687.99999 4593 3661.00001 4474.99999
ATP1A3 0 0 0 44 36 47
MEIS3 63.99999 30 61.99997 0 2 1
PTPRS 853 768 782 186 118 98.99999
CNFN 956 729 797 1306 960 1018
ZNRF4 0 1 1 0 0 0
MEGF8 173.00001 114 151.99999 284.00001 302.99999 165.99999
KDELR1 4031.00001 3750 3382 4934 4563 4098
CYTH2 470.99999 377.00001 423.00001 900.99999 872 839.00001
GRWD1 553 604 518 708 971 777
GRIN2D 71 54 48 200 288 108
SYNGR4 20 8 18 23 15 21
CLEC11A 467 469.99999 461 408 276.99999 409
ODAD1 6 3 8 7 8 11.99999
CARD8 413.99999 305.99999 273.99999 234.00001 99 153
LIG1 173.00001 166.99999 157.99999 439.99999 639.99999 436.99999
SIGLEC6 0 0 0 0 1 0
ZNF175 63 39 31 18 16 14
PLA2G4C 46.99999 54 51.99999 10 15.00005 31
HAS1 0 0 0 7 2 8
RAB3D 537 442 559 363 364 280
DBP 245 176.00001 181 386.00001 607 382
TMEM205 7081.99999 6485 6810 16118.00001 14345 16749.00001
CAPS 2948 3136.00001 3038 219.99999 204 223.00001
PLPPR2 612 501 613 295 405 299
FAM83E 0 0 0 86 197 58
RASIP1 19 11 12.00001 3 11 11
SPMAP2 10 12 8 64 82 87
FGF21 2 2 6 1 6 2
BCAT2 1125 1028.99999 1065 1579.99999 1220.99998 1415
MIER2 180 135 187 180 282.00001 172.00001
PLEKHA4 287.99999 236 323 390.00001 708 311.00001
PPP2R1A 11876.00001 11642.00002 10773 5354 4632 5016.00001
TNPO2 1166 1038 1255.99999 529 592.99999 367
WDR83OS 384 314 286 220 181 198
GCDH 1109.00002 1075.00002 967.99998 628.99999 594.00001 569.00001
LILRB5 0 2.00001 0 0 0 0
KLF1 8 9 16 0 0 1
DNASE2 2683.99999 2525 2425 795 656 896
MAST1 207 230 173 179.00001 157 165
LENG1 1376 1457 1507 755 684 652
PRPF31 5303.99999 5128.99999 4701 1639 1258 1336.00001
TFPT 684 701.00001 638 381 437 336.99999
JAK3 90.99999 135 95 82 61 65.99999
RPL18A 61613.00001 56485.00001 54921.00001 238892.99999 159778.99999 187196.00002
SLC5A5 11 13 5 10 14 7
KCNN1 1.99996 1.00005 1.99995 5 4.00005 5.00005
ARRDC2 75 62 74.99999 315.99999 455.00001 263.00001
PIK3R2 278.00001 237.00001 203.00001 655 748.00001 439.99999
RAB3A 54 63 50 340 248 394
PDE4C 3.99999 1.99999 0 7 42 2.00001
ISYNA1 1409.00001 1373.99998 1223.99999 3971 3846.00001 4049.99999
ELL 111 110 106 99 140 70
CRTC1 98 110 69.99999 160 193 133.00001
COMP 1 0 0 0 0 0
UPK1A 12 17 20 7 1 5
COPE 10056.00001 9506.99999 8602.00001 9746.99999 9034.00001 10778
DDX49 1182.99999 1160.99999 1051.99998 1206 1088 1329
ETV2 43 45.99999 48.00001 37.99999 39.99999 43.99999
ATP4A 0 0 0 0 2 0
ARMC6 423 480 393 535.99999 561.00001 612.99999
TMEM147 3719.00001 3431 3426.00001 5738 4569.00001 4419.00003
GAPDHS 0 0 0 0 1 3
ELOCP28 2 3 2 2 2 3
MAG 0 0 0 38.99999 7 31
TMEM59L 31 29 30 18 14 16
HAMP 1 0 0 0 2 0
USF2 360.00001 388 381 595.99999 1099 597.00001
LSR 1163 1265 1119.99998 1814 2082.00001 1651.00001
KXD1 3007.00002 3017.99999 2748.00003 3120.99999 2071.99999 3044.00001
FKBP8 2019.99999 2338.00001 1919 2319.00001 3438 2756.00001
SUGP1 447.99998 431 407.00001 590 605.99999 628
HPN 162 144 148 196.00001 152 210.99999
ZNF14 260 212 194 38 19 22
SCN1B 44.99999 34 31 1 1 1
PBX4 97.99999 85 88.99999 18 24 15
ERF 74 71 52 186 292 193
GSK3A 115 101 106 335 415 262
ATP13A1 615.00001 409.00001 503 324 467.00003 248
ZNF574 70.99999 79 76.99998 264 273 202
GRIK5 8 2 0 0 1 0
SIPA1L3 96.00001 62 85 205.99999 175.00001 90.00002
ZNF85 1816.99999 1470 1391 338 271.99999 345
ETHE1 1832 1683.00001 1625.99999 3167.00001 1805 2652.00001
CADM4 27 31 29 39 55 45
SMG9 217 205 192 257 341.00001 256
AVL9 697.99999 659.99999 687 361.99999 359.00001 224
RUNDC3B 0 0 1 1 1 0
CFAP69 33 39 33 40 15 24.00001
GTPBP10 1203.00001 1297.00002 1292 518 338.00001 484
RASA4 99.99999 118 81.99999 239 224.00002 250
CDK6 505 402 448 456 307 234
PMPCB 6667.00001 4656.99998 5158.00003 3930 2183.00002 3392
DNAJC2 2525.00001 2160.99998 2298 1339.00001 1043 936.99999
TFPI2 1763 1563.00001 1560 775.00001 399 608.00001
BET1 5037.00001 3537 4213 1689.00001 947 1476
NAMPT 7109.99995 6680.00002 7412.00001 1437.99999 957.00001 1198.99999
POLR1F 3023.00001 2866 3079 1333 891 798
PIK3CG 0 1 2 0 0 0
PON3 549.99999 542 540.99999 119 55 113
PON2 2397.99999 2552.99999 2343 2342.99999 2046 2078.00001
ITGB8 104.99999 105 93 40 35 37
HBP1 686.99999 573 584 398 305.99999 362
DUS4L 671 726 673 273.00001 170 216
SP4 109 102 74 57 23 26
WDR91 207.99999 211 179.00001 69.99999 89 62
DNAH11 150 181 210 66 65 58
CBLL1 465 453.99999 418 226 166 162
DLX5 0 0 0 0 0 1
MTPN 2239.00001 2268 2178 835 720 552
STEAP1B 309 307.99999 238.00001 61 46.99999 36
PTN 115.99999 54 63 0 0 0
PALS2 621 532 596 167 138.00001 122
GSDME 191 202 218 193.99999 121 177.99999
ATP6V0A4 35.99999 28 32.99997 16.00001 12.00001 24.99998
ZC3HAV1 962 759.00001 755 337.99999 366.99999 282
IFT56 434.99999 405.99999 338 169.99998 142.99999 151.99999
OGDH 706 582.99999 610 515 830 516
ADAP1 164.99999 99 165.00002 411.99999 925.00001 497
TFEC 1 6 3.00001 0 0 0
H2AZ2 20583 16835 17225 10538.99999 6133.99999 8652.99998
CAV2 5474 5355.00001 4840 3004.00001 1589 2046
CAV1 19386 16532.00001 16235.00001 6839 4272.00001 4144.99999
MET 1430.99999 1155 1204.99999 1756.00001 1691 1257
RNF32 457.99999 346 376.99999 92.99999 49.99999 52
LMBR1 528.99999 505 457.99999 120.99999 114 114.99999
NHP2P1 132 136 112 224 213 185
WNT2 3 1 0 0 0 0
HOXA1 2 1 0 307 223 245
DNAJB6 3527.00001 3662.99999 3422 1698 1091.00001 1561.00001
HOXA2 0 0 0 39 13 29
HOXA3 10 8 4 330 222 221
LFNG 151 147 174 285 491 299.00001
HOXA5 7 9 8 28 54 36
HOXA6 8 7 2 16 16 12
BRAT1 344.99999 373 379 455 766.00001 466.99998
IQCE 817.00001 743 650.00001 428.00001 505.99998 358
ANKRD7 0 0 0 0 0 4
VIPR2 1 0 1 0 1 0
TSPAN12 289.00001 311.00001 339.99999 126 93.00002 131.99999
SSBP1 21534.00001 19029.00004 20062.99999 13284 10065.00001 10515.00001
HOXA13 3 3 3 2 1 0
CPED1 115 88.99999 105.00001 1.99999 2.00002 1
EVX1 5 5 0 1 0 0
HIBADH 4135 4050.00001 3760.00001 1807 1116.00001 1424
TAX1BP1 7429.00003 6531.00001 7108.00001 2941.99999 2394.99998 2088.00002
CPVL 6 1.99992 1 933.99999 582.00002 837
CHN2 1 1 0 9.99999 8 15
GRB10 783 605.99998 738 445.00001 493 282.99999
ABHD11 717 857.99998 749 2083.00001 2523.99998 2120.00001
COBL 350 260.00001 283.99999 153.99998 250.99999 118.99999
FKBP14 473 485 475 63 72 49
PLEKHA8 194 190 221.99999 85 76 47
STX1A 475 485.99999 501 338 241.99999 256
NOD1 140.99998 113.00001 235 63.99999 99 51.99999
GARS1 7142.99999 7845 7052.99998 4484.00001 3603.99998 3513.00002
CRHR2 0 1 0 2 0 1
EPHB6 35.00001 31 49.99999 1 0 0
MINDY4 97 121 92 68 68 70
NSUN5P2 0 3 1 1 0 0
CASP2 650 714 638 357.00001 344 258.99999
CHCHD2 43652 38864.00001 37240 118777 90756.00001 107142
CCL24 15 12 17 1 0 2
HSPB1 65635.99999 57327.00001 57363 38450.99998 42237.99999 36012
NPTX2 30 36 40 2 4 0
PDAP1 9751 8266.00001 8383 6150 4209.00001 4469.99999
BUD31 13157.99999 11812.99999 11597.00001 7136.99998 4692.00001 5871
PTCD1 355.99998 393 407.00001 477.00001 418 363.99998
CYP3A5 33 35 35 14 10 6
ZKSCAN1 1040.99999 826 971 563 516 349
EIF3B 1951.99999 1730.99999 1961.99999 2252.00001 3927 1685.00001
SNX8 1044 935 926.00001 1533 2042 1854.99999
NUDT1 3469 2815 2499 3600 3292.00001 3055.99999
PTPRZ1 0 0 0 1 1 0
TAF6 1305 1279 1139 1707 1269.00002 1772
WASL 2646 2177 2408 1628 854 1098
HYAL4 1 1 1 0 0 2
AIMP2 4979 5087 4809 4488 3058.00001 4087
TFR2 112 51.99999 61.99998 58.99998 93 69.99999
FSCN3 4 15 2 5 3 7
MOSPD3 607 607.00002 569 819.00001 755 777.00001
PCOLCE 361 332.99999 315 505.00002 441 546
FBXO24 17 11 8 8 27 3
RBM28 1819 1532 1664 978 722 556.00001
USP42 198.00001 125 170 123 122.99999 59
IMPDH1 797.00001 846.00001 730.99999 336.00001 591.99999 344
